Position,Character,IsLetter,IsDigit,IsWhiteSpace,ASCIIValue
247,l,True,False,False,108
248,(,False,False,False,40
249,6,False,True,False,54
250,9,False,True,False,57
251,5,False,True,False,53
252,",",False,False,False,44
253,1,False,True,False,49
254,6,False,True,False,54
255,9,False,True,False,57
256,),False,False,False,41
257,?,False,False,False,63
258,?,False,False,False,63
259,w,True,False,False,119
260,h,True,False,False,104
261,e,True,False,False,101
262,r,True,False,False,114
263,e,True,False,False,101
264,(,False,False,False,40
265,),False,False,False,41
266,m,True,False,False,109
267,u,True,False,False,117
268,l,True,False,False,108
269,(,False,False,False,40
270,1,False,True,False,49
271,2,False,True,False,50
272,",",False,False,False,44
273,6,False,True,False,54
274,7,False,True,False,55
275,7,False,True,False,55
276,),False,False,False,41
277,{,False,False,False,123
278,$,False,False,False,36
279,?,False,False,False,63
280,:,False,False,False,58
281,(,False,False,False,40
282,},False,False,False,125
283,*,False,False,False,42
284,w,True,False,False,119
285,h,True,False,False,104
286,y,True,False,False,121
287,(,False,False,False,40
288,),False,False,False,41
289,m,True,False,False,109
290,u,True,False,False,117
291,l,True,False,False,108
292,(,False,False,False,40
293,9,False,True,False,57
294,1,False,True,False,49
295,1,False,True,False,49
296,",",False,False,False,44
297,9,False,True,False,57
298,2,False,True,False,50
299,4,False,True,False,52
300,),False,False,False,41
301, ,False,False,True,32
302,*,False,False,False,42
303,+,False,False,False,43
304,/,False,False,False,47
305,s,True,False,False,115
306,e,True,False,False,101
307,l,True,False,False,108
308,e,True,False,False,101
309,c,True,False,False,99
310,t,True,False,False,116
311,(,False,False,False,40
312,),False,False,False,41
313,*,False,False,False,42
314,/,False,False,False,47
315,?,False,False,False,63
316,",",False,False,False,44
317,f,True,False,False,102
318,r,True,False,False,114
319,o,True,False,False,111
320,m,True,False,False,109
321,(,False,False,False,40
322,9,False,True,False,57
323,5,False,True,False,53
324,2,False,True,False,50
325,",",False,False,False,44
326,4,False,True,False,52
327,7,False,True,False,55
328,1,False,True,False,49
329,),False,False,False,41
330,m,True,False,False,109
331,u,True,False,False,117
332,l,True,False,False,108
333,(,False,False,False,40
334,1,False,True,False,49
335,2,False,True,False,50
336,",",False,False,False,44
337,2,False,True,False,50
338,3,False,True,False,51
339,8,False,True,False,56
340,),False,False,False,41
341,<,False,False,False,60
342,w,True,False,False,119
343,h,True,False,False,104
344,y,True,False,False,121
345,(,False,False,False,40
346,),False,False,False,41
347,#,False,False,False,35
348,<,False,False,False,60
349,:,False,False,False,58
350, ,False,False,True,32
351,m,True,False,False,109
352,u,True,False,False,117
353,l,True,False,False,108
354,(,False,False,False,40
355,1,False,True,False,49
356,7,False,True,False,55
357,",",False,False,False,44
358,9,False,True,False,57
359,9,False,True,False,57
360,5,False,True,False,53
361,),False,False,False,41
362,+,False,False,False,43
363,:,False,False,False,58
364,],False,False,False,93
365,m,True,False,False,109
366,u,True,False,False,117
367,l,True,False,False,108
368,(,False,False,False,40
369,6,False,True,False,54
370,1,False,True,False,49
371,9,False,True,False,57
372,",",False,False,False,44
373,2,False,True,False,50
374,5,False,True,False,53
375,9,False,True,False,57
376,),False,False,False,41
377,+,False,False,False,43
378,$,False,False,False,36
379,",",False,False,False,44
380,#,False,False,False,35
381,(,False,False,False,40
382,m,True,False,False,109
383,u,True,False,False,117
384,l,True,False,False,108
385,(,False,False,False,40
386,4,False,True,False,52
387,7,False,True,False,55
388,7,False,True,False,55
389,",",False,False,False,44
390,4,False,True,False,52
391,6,False,True,False,54
392,),False,False,False,41
393,?,False,False,False,63
394,-,False,False,False,45
395,w,True,False,False,119
396,h,True,False,False,104
397,y,True,False,False,121
398,(,False,False,False,40
399,),False,False,False,41
400,),False,False,False,41
401,(,False,False,False,40
402,?,False,False,False,63
403,',False,False,False,39
404,',False,False,False,39
405,m,True,False,False,109
406,u,True,False,False,117
407,l,True,False,False,108
408,(,False,False,False,40
409,4,False,True,False,52
410,7,False,True,False,55
411,1,False,True,False,49
412,",",False,False,False,44
413,6,False,True,False,54
414,8,False,True,False,56
415,7,False,True,False,55
416,),False,False,False,41
417,w,True,False,False,119
418,h,True,False,False,104
419,y,True,False,False,121
420,(,False,False,False,40
421,),False,False,False,41
422,%,False,False,False,37
423,w,True,False,False,119
424,h,True,False,False,104
425,y,True,False,False,121
426,(,False,False,False,40
427,),False,False,False,41
428,s,True,False,False,115
429,e,True,False,False,101
430,l,True,False,False,108
431,e,True,False,False,101
432,c,True,False,False,99
433,t,True,False,False,116
434,(,False,False,False,40
435,),False,False,False,41
436,m,True,False,False,109
437,u,True,False,False,117
438,l,True,False,False,108
439,(,False,False,False,40
440,6,False,True,False,54
441,8,False,True,False,56
442,3,False,True,False,51
443,",",False,False,False,44
444,2,False,True,False,50
445,6,False,True,False,54
446,1,False,True,False,49
447,),False,False,False,41
448,s,True,False,False,115
449,e,True,False,False,101
450,l,True,False,False,108
451,e,True,False,False,101
452,c,True,False,False,99
453,t,True,False,False,116
454,(,False,False,False,40
455,),False,False,False,41
456,+,False,False,False,43
457,&,False,False,False,38
458,h,True,False,False,104
459,o,True,False,False,111
460,w,True,False,False,119
461,(,False,False,False,40
462,),False,False,False,41
463,!,False,False,False,33
464,m,True,False,False,109
465,u,True,False,False,117
466,l,True,False,False,108
467,(,False,False,False,40
468,5,False,True,False,53
469,9,False,True,False,57
470,",",False,False,False,44
471,4,False,True,False,52
472,3,False,True,False,51
473,),False,False,False,41
474,;,False,False,False,59
475,!,False,False,False,33
476,},False,False,False,125
477,f,True,False,False,102
478,r,True,False,False,114
479,o,True,False,False,111
480,m,True,False,False,109
481,(,False,False,False,40
482,),False,False,False,41
483,},False,False,False,125
484,^,False,False,False,94
485,w,True,False,False,119
486,h,True,False,False,104
487,a,True,False,False,97
488,t,True,False,False,116
489,(,False,False,False,40
490,),False,False,False,41
491,<,False,False,False,60
492,m,True,False,False,109
493,u,True,False,False,117
494,l,True,False,False,108
495,(,False,False,False,40
496,3,False,True,False,51
497,9,False,True,False,57
498,6,False,True,False,54
499,",",False,False,False,44
500,1,False,True,False,49
501,3,False,True,False,51
502,5,False,True,False,53
503,),False,False,False,41
504,w,True,False,False,119
505,h,True,False,False,104
506,e,True,False,False,101
507,n,True,False,False,110
508,(,False,False,False,40
509,),False,False,False,41
510,m,True,False,False,109
511,u,True,False,False,117
512,l,True,False,False,108
513,(,False,False,False,40
514,5,False,True,False,53
515,9,False,True,False,57
516,3,False,True,False,51
517,",",False,False,False,44
518,1,False,True,False,49
519,3,False,True,False,51
520,0,False,True,False,48
521,),False,False,False,41
522,;,False,False,False,59
523,[,False,False,False,91
524,/,False,False,False,47
525,m,True,False,False,109
526,u,True,False,False,117
527,l,True,False,False,108
528,(,False,False,False,40
529,1,False,True,False,49
530,8,False,True,False,56
531,9,False,True,False,57
532,",",False,False,False,44
533,8,False,True,False,56
534,0,False,True,False,48
535,2,False,True,False,50
536,),False,False,False,41
537,-,False,False,False,45
538,w,True,False,False,119
539,h,True,False,False,104
540,e,True,False,False,101
541,r,True,False,False,114
542,e,True,False,False,101
543,(,False,False,False,40
544,),False,False,False,41
545,),False,False,False,41
546,h,True,False,False,104
547,o,True,False,False,111
548,w,True,False,False,119
549,(,False,False,False,40
550,),False,False,False,41
551,w,True,False,False,119
552,h,True,False,False,104
553,e,True,False,False,101
554,r,True,False,False,114
555,e,True,False,False,101
556,(,False,False,False,40
557,),False,False,False,41
558,%,False,False,False,37
559,m,True,False,False,109
560,u,True,False,False,117
561,l,True,False,False,108
562,(,False,False,False,40
563,3,False,True,False,51
564,1,False,True,False,49
565,5,False,True,False,53
566,",",False,False,False,44
567,9,False,True,False,57
568,8,False,True,False,56
569,6,False,True,False,54
570,),False,False,False,41
571,&,False,False,False,38
572,$,False,False,False,36
573,?,False,False,False,63
574,],False,False,False,93
575,:,False,False,False,58
576,:,False,False,False,58
577,w,True,False,False,119
578,h,True,False,False,104
579,o,True,False,False,111
580,(,False,False,False,40
581,),False,False,False,41
582,+,False,False,False,43
583,w,True,False,False,119
584,h,True,False,False,104
585,o,True,False,False,111
586,(,False,False,False,40
587,),False,False,False,41
588,m,True,False,False,109
589,u,True,False,False,117
590,l,True,False,False,108
591,(,False,False,False,40
592,4,False,True,False,52
593,0,False,True,False,48
594,8,False,True,False,56
595,",",False,False,False,44
596,6,False,True,False,54
597,9,False,True,False,57
598,2,False,True,False,50
599,),False,False,False,41
600,m,True,False,False,109
601,u,True,False,False,117
602,l,True,False,False,108
603,(,False,False,False,40
604,5,False,True,False,53
605,4,False,True,False,52
606,7,False,True,False,55
607,",",False,False,False,44
608,6,False,True,False,54
609,8,False,True,False,56
610,1,False,True,False,49
611,),False,False,False,41
612,~,False,False,False,126
613,},False,False,False,125
614,m,True,False,False,109
615,u,True,False,False,117
616,l,True,False,False,108
617,(,False,False,False,40
618,7,False,True,False,55
619,4,False,True,False,52
620,8,False,True,False,56
621,",",False,False,False,44
622,4,False,True,False,52
623,4,False,True,False,52
624,8,False,True,False,56
625,),False,False,False,41
626,m,True,False,False,109
627,u,True,False,False,117
628,l,True,False,False,108
629,(,False,False,False,40
630,6,False,True,False,54
631,8,False,True,False,56
632,6,False,True,False,54
633,",",False,False,False,44
634,7,False,True,False,55
635,0,False,True,False,48
636,1,False,True,False,49
637,),False,False,False,41
638,#,False,False,False,35
639,^,False,False,False,94
640,*,False,False,False,42
641,:,False,False,False,58
642,",",False,False,False,44
643,m,True,False,False,109
644,u,True,False,False,117
645,l,True,False,False,108
646,(,False,False,False,40
647,1,False,True,False,49
648,4,False,True,False,52
649,",",False,False,False,44
650,5,False,True,False,53
651,5,False,True,False,53
652,1,False,True,False,49
653,),False,False,False,41
654,w,True,False,False,119
655,h,True,False,False,104
656,o,True,False,False,111
657,(,False,False,False,40
658,),False,False,False,41
659,w,True,False,False,119
660,h,True,False,False,104
661,o,True,False,False,111
662,(,False,False,False,40
663,8,False,True,False,56
664,9,False,True,False,57
665,9,False,True,False,57
666,",",False,False,False,44
667,6,False,True,False,54
668,3,False,True,False,51
669,5,False,True,False,53
670,),False,False,False,41
671,),False,False,False,41
672,/,False,False,False,47
673,!,False,False,False,33
674,f,True,False,False,102
675,r,True,False,False,114
676,o,True,False,False,111
677,m,True,False,False,109
678,(,False,False,False,40
679,),False,False,False,41
680,m,True,False,False,109
681,u,True,False,False,117
682,l,True,False,False,108
683,(,False,False,False,40
684,4,False,True,False,52
685,0,False,True,False,48
686,5,False,True,False,53
687,",",False,False,False,44
688,5,False,True,False,53
689,4,False,True,False,52
690,9,False,True,False,57
691,),False,False,False,41
692,h,True,False,False,104
693,o,True,False,False,111
694,w,True,False,False,119
695,(,False,False,False,40
696,),False,False,False,41
697,(,False,False,False,40
698,;,False,False,False,59
699,$,False,False,False,36
700,w,True,False,False,119
701,h,True,False,False,104
702,e,True,False,False,101
703,r,True,False,False,114
704,e,True,False,False,101
705,(,False,False,False,40
706,),False,False,False,41
707,s,True,False,False,115
708,e,True,False,False,101
709,l,True,False,False,108
710,e,True,False,False,101
711,c,True,False,False,99
712,t,True,False,False,116
713,(,False,False,False,40
714,),False,False,False,41
715,&,False,False,False,38
716,&,False,False,False,38
717,w,True,False,False,119
718,h,True,False,False,104
719,y,True,False,False,121
720,(,False,False,False,40
721,),False,False,False,41
722,),False,False,False,41
723,m,True,False,False,109
724,u,True,False,False,117
725,l,True,False,False,108
726,(,False,False,False,40
727,6,False,True,False,54
728,3,False,True,False,51
729,9,False,True,False,57
730,",",False,False,False,44
731,8,False,True,False,56
732,2,False,True,False,50
733,6,False,True,False,54
734,),False,False,False,41
735,^,False,False,False,94
736,(,False,False,False,40
737,?,False,False,False,63
738,d,True,False,False,100
739,o,True,False,False,111
740,n,True,False,False,110
741,',False,False,False,39
742,t,True,False,False,116
743,(,False,False,False,40
744,),False,False,False,41
745,f,True,False,False,102
746,r,True,False,False,114
747,o,True,False,False,111
748,m,True,False,False,109
749,(,False,False,False,40
750,),False,False,False,41
751,m,True,False,False,109
752,u,True,False,False,117
753,l,True,False,False,108
754,(,False,False,False,40
755,6,False,True,False,54
756,9,False,True,False,57
757,5,False,True,False,53
758,",",False,False,False,44
759,6,False,True,False,54
760,3,False,True,False,51
761,4,False,True,False,52
762,),False,False,False,41
763,/,False,False,False,47
764,-,False,False,False,45
765,],False,False,False,93
766,#,False,False,False,35
767,!,False,False,False,33
768,",",False,False,False,44
769,+,False,False,False,43
770,#,False,False,False,35
771,m,True,False,False,109
772,u,True,False,False,117
773,l,True,False,False,108
774,(,False,False,False,40
775,2,False,True,False,50
776,9,False,True,False,57
777,2,False,True,False,50
778,",",False,False,False,44
779,2,False,True,False,50
780,6,False,True,False,54
781,7,False,True,False,55
782,),False,False,False,41
783,w,True,False,False,119
784,h,True,False,False,104
785,y,True,False,False,121
786,(,False,False,False,40
787,),False,False,False,41
788,+,False,False,False,43
789,h,True,False,False,104
790,o,True,False,False,111
791,w,True,False,False,119
792,(,False,False,False,40
793,),False,False,False,41
794,m,True,False,False,109
795,u,True,False,False,117
796,l,True,False,False,108
797,(,False,False,False,40
798,7,False,True,False,55
799,6,False,True,False,54
800,2,False,True,False,50
801,",",False,False,False,44
802,9,False,True,False,57
803,0,False,True,False,48
804,9,False,True,False,57
805,),False,False,False,41
806,m,True,False,False,109
807,u,True,False,False,117
808,l,True,False,False,108
809,(,False,False,False,40
810,2,False,True,False,50
811,1,False,True,False,49
812,",",False,False,False,44
813,9,False,True,False,57
814,6,False,True,False,54
815,),False,False,False,41
816,>,False,False,False,62
817,),False,False,False,41
818,w,True,False,False,119
819,h,True,False,False,104
820,o,True,False,False,111
821,(,False,False,False,40
822,),False,False,False,41
823,(,False,False,False,40
824,",",False,False,False,44
825,',False,False,False,39
826,^,False,False,False,94
827,w,True,False,False,119
828,h,True,False,False,104
829,e,True,False,False,101
830,n,True,False,False,110
831,(,False,False,False,40
832,),False,False,False,41
833,m,True,False,False,109
834,u,True,False,False,117
835,l,True,False,False,108
836,(,False,False,False,40
837,4,False,True,False,52
838,6,False,True,False,54
839,2,False,True,False,50
840,",",False,False,False,44
841,7,False,True,False,55
842,3,False,True,False,51
843,2,False,True,False,50
844,),False,False,False,41
845,],False,False,False,93
846,w,True,False,False,119
847,h,True,False,False,104
848,e,True,False,False,101
849,n,True,False,False,110
850,(,False,False,False,40
851,),False,False,False,41
852,%,False,False,False,37
853,w,True,False,False,119
854,h,True,False,False,104
855,a,True,False,False,97
856,t,True,False,False,116
857,(,False,False,False,40
858,),False,False,False,41
859,*,False,False,False,42
860,%,False,False,False,37
861,$,False,False,False,36
862,{,False,False,False,123
863,),False,False,False,41
864,/,False,False,False,47
865,m,True,False,False,109
866,u,True,False,False,117
867,l,True,False,False,108
868,(,False,False,False,40
869,6,False,True,False,54
870,6,False,True,False,54
871,",",False,False,False,44
872,8,False,True,False,56
873,2,False,True,False,50
874,7,False,True,False,55
875,),False,False,False,41
876,/,False,False,False,47
877, ,False,False,True,32
878,w,True,False,False,119
879,h,True,False,False,104
880,e,True,False,False,101
881,r,True,False,False,114
882,e,True,False,False,101
883,(,False,False,False,40
884,),False,False,False,41
885,@,False,False,False,64
886,!,False,False,False,33
887,*,False,False,False,42
888,&,False,False,False,38
889,@,False,False,False,64
890,d,True,False,False,100
891,o,True,False,False,111
892,(,False,False,False,40
893,),False,False,False,41
894,},False,False,False,125
895,m,True,False,False,109
896,u,True,False,False,117
897,l,True,False,False,108
898,(,False,False,False,40
899,8,False,True,False,56
900,7,False,True,False,55
901,",",False,False,False,44
902,1,False,True,False,49
903,1,False,True,False,49
904,1,False,True,False,49
905,),False,False,False,41
906,),False,False,False,41
907,",",False,False,False,44
908,:,False,False,False,58
909,s,True,False,False,115
910,e,True,False,False,101
911,l,True,False,False,108
912,e,True,False,False,101
913,c,True,False,False,99
914,t,True,False,False,116
915,(,False,False,False,40
916,),False,False,False,41
917,m,True,False,False,109
918,u,True,False,False,117
919,l,True,False,False,108
920,(,False,False,False,40
921,8,False,True,False,56
922,9,False,True,False,57
923,1,False,True,False,49
924,",",False,False,False,44
925,4,False,True,False,52
926,3,False,True,False,51
927,3,False,True,False,51
928,),False,False,False,41
929,>,False,False,False,62
930,m,True,False,False,109
931,u,True,False,False,117
932,l,True,False,False,108
933,(,False,False,False,40
934,8,False,True,False,56
935,7,False,True,False,55
936,",",False,False,False,44
937,6,False,True,False,54
938,8,False,True,False,56
939,1,False,True,False,49
940,),False,False,False,41
941,],False,False,False,93
942,m,True,False,False,109
943,u,True,False,False,117
944,l,True,False,False,108
945,(,False,False,False,40
946,7,False,True,False,55
947,5,False,True,False,53
948,3,False,True,False,51
949,",",False,False,False,44
950,7,False,True,False,55
951,3,False,True,False,51
952,6,False,True,False,54
953,),False,False,False,41
954,m,True,False,False,109
955,u,True,False,False,117
956,l,True,False,False,108
957,(,False,False,False,40
958,4,False,True,False,52
959,6,False,True,False,54
960,9,False,True,False,57
961,",",False,False,False,44
962,8,False,True,False,56
963,5,False,True,False,53
964,6,False,True,False,54
965,),False,False,False,41
966,@,False,False,False,64
967,w,True,False,False,119
968,h,True,False,False,104
969,y,True,False,False,121
970,(,False,False,False,40
971,),False,False,False,41
972,},False,False,False,125
973,{,False,False,False,123
974,m,True,False,False,109
975,u,True,False,False,117
976,l,True,False,False,108
977,(,False,False,False,40
978,5,False,True,False,53
979,1,False,True,False,49
980,",",False,False,False,44
981,8,False,True,False,56
982,5,False,True,False,53
983,),False,False,False,41
984,w,True,False,False,119
985,h,True,False,False,104
986,y,True,False,False,121
987,(,False,False,False,40
988,),False,False,False,41
989,',False,False,False,39
990,@,False,False,False,64
991,:,False,False,False,58
992, ,False,False,True,32
993,:,False,False,False,58
994,",",False,False,False,44
995,[,False,False,False,91
996,*,False,False,False,42
997,d,True,False,False,100
998,o,True,False,False,111
999,(,False,False,False,40
1000,),False,False,False,41
1001,h,True,False,False,104
1002,o,True,False,False,111
1003,w,True,False,False,119
1004,(,False,False,False,40
1005,),False,False,False,41
1006,!,False,False,False,33
1007,$,False,False,False,36
1008,[,False,False,False,91
1009,w,True,False,False,119
1010,h,True,False,False,104
1011,o,True,False,False,111
1012,(,False,False,False,40
1013,),False,False,False,41
1014,m,True,False,False,109
1015,u,True,False,False,117
1016,l,True,False,False,108
1017,(,False,False,False,40
1018,8,False,True,False,56
1019,7,False,True,False,55
1020,7,False,True,False,55
1021,",",False,False,False,44
1022,9,False,True,False,57
1023,9,False,True,False,57
1024,1,False,True,False,49
1025,),False,False,False,41
1026,$,False,False,False,36
1027,:,False,False,False,58
1028,',False,False,False,39
1029,},False,False,False,125
1030,s,True,False,False,115
1031,e,True,False,False,101
1032,l,True,False,False,108
1033,e,True,False,False,101
1034,c,True,False,False,99
1035,t,True,False,False,116
1036,(,False,False,False,40
1037,),False,False,False,41
1038,!,False,False,False,33
1039,m,True,False,False,109
1040,u,True,False,False,117
1041,l,True,False,False,108
1042,(,False,False,False,40
1043,1,False,True,False,49
1044,2,False,True,False,50
1045,7,False,True,False,55
1046,",",False,False,False,44
1047,4,False,True,False,52
1048,8,False,True,False,56
1049,5,False,True,False,53
1050,),False,False,False,41
1051,",",False,False,False,44
1052,},False,False,False,125
1053,%,False,False,False,37
1054,@,False,False,False,64
1055,",",False,False,False,44
1056,d,True,False,False,100
1057,o,True,False,False,111
1058,(,False,False,False,40
1059,),False,False,False,41
1060,@,False,False,False,64
1061, ,False,False,True,32
1062,#,False,False,False,35
1063,{,False,False,False,123
1064,&,False,False,False,38
1065,(,False,False,False,40
1066,s,True,False,False,115
1067,e,True,False,False,101
1068,l,True,False,False,108
1069,e,True,False,False,101
1070,c,True,False,False,99
1071,t,True,False,False,116
1072,(,False,False,False,40
1073,),False,False,False,41
1074,;,False,False,False,59
1075,m,True,False,False,109
1076,u,True,False,False,117
1077,l,True,False,False,108
1078,(,False,False,False,40
1079,4,False,True,False,52
1080,1,False,True,False,49
1081,",",False,False,False,44
1082,2,False,True,False,50
1083,6,False,True,False,54
1084,),False,False,False,41
1085,},False,False,False,125
1086,w,True,False,False,119
1087,h,True,False,False,104
1088,o,True,False,False,111
1089,(,False,False,False,40
1090,),False,False,False,41
1091,!,False,False,False,33
1092,w,True,False,False,119
1093,h,True,False,False,104
1094,y,True,False,False,121
1095,(,False,False,False,40
1096,),False,False,False,41
1097,^,False,False,False,94
1098,m,True,False,False,109
1099,u,True,False,False,117
1100,l,True,False,False,108
1101,(,False,False,False,40
1102,7,False,True,False,55
1103,8,False,True,False,56
1104,0,False,True,False,48
1105,",",False,False,False,44
1106,9,False,True,False,57
1107,9,False,True,False,57
1108,7,False,True,False,55
1109,),False,False,False,41
1110,m,True,False,False,109
1111,u,True,False,False,117
1112,l,True,False,False,108
1113,(,False,False,False,40
1114,1,False,True,False,49
1115,5,False,True,False,53
1116,5,False,True,False,53
1117,",",False,False,False,44
1118,6,False,True,False,54
1119,2,False,True,False,50
1120,4,False,True,False,52
1121,),False,False,False,41
1122,/,False,False,False,47
1123,?,False,False,False,63
1124,!,False,False,False,33
1125,",",False,False,False,44
1126, ,False,False,True,32
1127,m,True,False,False,109
1128,u,True,False,False,117
1129,l,True,False,False,108
1130,(,False,False,False,40
1131,1,False,True,False,49
1132,8,False,True,False,56
1133,1,False,True,False,49
1134,",",False,False,False,44
1135,7,False,True,False,55
1136,),False,False,False,41
1137,@,False,False,False,64
1138,?,False,False,False,63
1139,%,False,False,False,37
1140,h,True,False,False,104
1141,o,True,False,False,111
1142,w,True,False,False,119
1143,(,False,False,False,40
1144,),False,False,False,41
1145,m,True,False,False,109
1146,u,True,False,False,117
1147,l,True,False,False,108
1148,(,False,False,False,40
1149,7,False,True,False,55
1150,4,False,True,False,52
1151,2,False,True,False,50
1152,",",False,False,False,44
1153,5,False,True,False,53
1154,8,False,True,False,56
1155,0,False,True,False,48
1156,),False,False,False,41
1157,>,False,False,False,62
1158,(,False,False,False,40
